key,project_name,organization_name,lg_code,prefecture_name,cft_issue_year,cft_issue_date,external_document_uri,sampling_subgroup,matched_subgroups,core_it_delivery,digital_or_ai_adjacent,system_development,system_services,software_applications,operations_maintenance,cloud,cybersecurity,network_infrastructure,end_user_computing,data_digital,artificial_intelligence,review_decision,incorrect_or_boundary_tags,review_notes
YWljaGkvbmNnZy8yMDIzLzIwMjMxMjA3XzAxMTM5Cg==,EDCシステム新クラウドサーバへの移行に伴うシステム構築、データ移行の業務委託契約,国立研究開発法人国立長寿医療研究センター,23,愛知県,2023,2023-12-07T00:00:00+09:00,https://www.ncgg.go.jp/ncgg-chotatsu/documents/20231207-2.pdf,cloud,system_development|cloud|network_infrastructure|data_digital,True,False,True,False,False,False,True,False,True,False,True,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292My9uaG9faG9uYnUvMjAyNC8yMDI0MDkwOV8wMDUxNAo=,スマートフォン・クラウドＰＢＸ導入支援業務委託（PDF：149KB）,独立行政法人国立病院機構,13,東京都,2024,2024-09-09T00:00:00+09:00,https://nho.hosp.go.jp/files/000219935.pdf,cloud,cloud,True,False,False,False,False,False,True,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
ZnVrdW9rYS9mdWt1b2thX3ByZWYvMjAyMy8yMDIzMDcyNV8wMjg5OAo=,一般競争入札の公告＜福岡県市町村立学校給与等連携クラウドサービス構築業務委託＞について,福岡県,40,福岡県,2023,2023-07-25T00:00:00+09:00,https://www.pref.fukuoka.lg.jp/bid-info/kyoikukyuyo-01.html,cloud,cloud,True,False,False,False,False,False,True,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292My9tb2RfbmRhX29iYXJhZGFpLzIwMjMvMjAyMzA1MjJfMDM3MTcK,防衛大学校共同利用電子計算機システムへのクラウド型アカウント管理サービス連携機能導入等役務,防衛省防衛大学校,14,神奈川県,2023,2023-05-22T00:00:00+09:00,https://www.mod.go.jp/nda/procurement/anken/010050522203.pdf,cloud,system_development|cloud,True,False,True,False,False,False,True,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
b3Nha2Evb3Nha2FfY2l0eS8yMDIyLzIwMjIwNDA0XzAwNDM4Cg==,大阪市共通クラウド及び情報系共通基盤の構築・運用保守業務委託,大阪府大阪市,27,大阪府,2022,2022-04-04T00:00:00+09:00,https://www.city.osaka.lg.jp/templates/buppin_nyusatsuanken/cmsfiles/contents/0000563/563788/01_kooukokubunn.pdf,cloud,cloud,True,False,False,False,False,False,True,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292Ny9jYnJfbWxpdC8yMDIyLzIwMjIwMTI3XzAzOTI5Cg==,令和３年度 閲覧用資料クラウドサービス等調達,国土交通省中部地方整備局,23,愛知県,2022,2022-01-27T00:00:00+09:00,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r3/220127-eturan-kyoku.pdf,cloud,cloud,True,False,False,False,False,False,True,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
ZnVrdW9rYS9mdWt1b2thX3ByZWYvMjAyNC8yMDI0MDIxM18wMzE3OQo=,一般競争入札の公告＜福岡県市町村立学校給与等連携クラウドサービス運用保守及び新規構築業務委託＞について,福岡県,40,福岡県,2024,2024-02-13T00:00:00+09:00,https://www.pref.fukuoka.lg.jp/bid-info/kyoikukyuyo02.html,cloud,cloud,True,False,False,False,False,False,True,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
aG9ra2FpZG8vZGF0ZV9jaXR5LzIwMjUvMjAyNTA1MTNfMDAyODcK,電子請求・電子契約クラウドサービス構築業務委託,北海道伊達市,01,北海道,2025,2025-05-13T00:00:00+09:00,https://www.city.date.hokkaido.jp/hotnews/files/00005800/00005873/%E9%9B%BB%E5%AD%90%E8%AB%8B%E6%B1%82%E3%83%BB%E9%9B%BB%E5%AD%90%E5%A5%91%E7%B4%84%E3%82%AF%E3%83%A9%E3%82%A6%E3%83%89%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9%E6%A7%8B%E7%AF%89%E6%A5%AD%E5%8B%99%E5%A7%94%E8%A8%97.pdf,cloud,cloud,True,False,False,False,False,False,True,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292NC9tb2RfbmFpa3lva3UvMjAyMi8yMDIyMTIwOV8wMzkzMQo=,防衛省・自衛隊システムにおけるクラウド技術活用のための検討支援等役務,防衛省自衛隊,13,東京都,2022,2022-12-09T00:00:00+09:00,https://www.mod.go.jp/j/budget/chotatsu/naikyoku/nyuusatu/2022/1209b.pdf,cloud,cloud,True,False,False,False,False,False,True,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
dG9reW8vbW9kX2FzZGZfZnVjaHUvMjAyNS8yMDI1MDUyMl8wMDgwNgo=,データ解析用電子計算機システムのデータ移行等役務,防衛省航空自衛隊府中基地,13,東京都,2025,2025-05-22T00:00:00+09:00,https://www.mod.go.jp/asdf/fuchu/acs/choutatsu/kisho07-k7koukoku.pdf,data_digital,data_digital,False,True,False,False,False,False,False,False,False,False,True,False,correct_IT,high_level:digital_or_ai_adjacent,Computer-system data migration is core technical delivery despite matching only data_digital.
dG9reW8vbmNjX2dvLzIwMjIvMjAyMjA2MDNfMDE1OTcK,ゲノムデータ連携解析基盤の構築・運用 業務委託 一式,国立研究開発法人国立がん研究センター,13,東京都,2022,2022-06-03T00:00:00+09:00,https://www.ncc.go.jp/jp/other/chotatsu/../../chotatsu/tsukiji/././288koukoku.pdf,data_digital,data_digital,False,True,False,False,False,False,False,False,False,False,True,False,correct_IT,high_level:digital_or_ai_adjacent,Data-platform construction and operation are core technical delivery despite matching only data_digital.
Z292My9tb2RfZGloLzIwMjQvMjAyNDA3MjJfMDA5NTQK,地理空間情報支援システム（ＧＥＯＳＳ４）用電算機へのデータ移行役務,防衛省情報本部,13,東京都,2024,2024-07-22T00:00:00+09:00,https://www.mod.go.jp/dih/6.7.22-114.pdf,data_digital,data_digital,False,True,False,False,False,False,False,False,False,False,True,False,correct_IT,high_level:digital_or_ai_adjacent,System/computer data migration is core technical delivery despite matching only data_digital.
Z292NC9qaWxfZ28vMjAyMy8yMDIzMTAxMV8wMDI2NAo=,郵送アンケート調査「ものづくり産業の人材育成・処遇とデジタル化に関する調査」実施に係るデータ作成等業務委託（PDF:329KB）,独立行政法人労働政策研究・研修機構,13,東京都,2023,2023-10-11T00:00:00+09:00,https://www.jil.go.jp/information/nyusatsu/document/20231011a.pdf,data_digital,data_digital,False,True,False,False,False,False,False,False,False,False,True,False,false_positive,data_digital,"Survey administration/data preparation about digitalization, not technical digital or IT delivery."
ZnVrdW9rYS9wb2xpY2VfZnVrdW9rYS8yMDIzLzIwMjMwMTIzXzAxMTIyCg==,交通規制集データ化業務委託契約に係る入札について,国家公安委員会（警察庁）福岡県警察,40,福岡県,2023,2023-01-23T00:00:00+09:00,https://www.police.pref.fukuoka.jp/data/open/cnt/3/15636/1/6koutuukiseishuukoukou.pdf,data_digital,data_digital,False,True,False,False,False,False,False,False,False,False,True,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
b3Nha2EvbWlub2hfY2l0eS8yMDIzLzIwMjMwNTIyXzAwMjMzCg==,箕面市住居表示台帳デジタル化業務委託にかかる一般競争入札の実施について,大阪府箕面市,27,大阪府,2023,2023-05-22T00:00:00+09:00,https://www.city.minoh.lg.jp/keiyaku/ippannkyousounyuusatu/documents/r5juukyohyoujidaityoudejitaruka.html,data_digital,data_digital,False,True,False,False,False,False,False,False,False,False,True,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
b3Nha2Evb3Nha2FfY2l0eS8yMDIyLzIwMjIwMzA0XzAwNDI2Cg==,自治体DXに伴う就学援助システム標準化対応並びに学校園システム再編成計画策定支援業務委託,大阪府大阪市,27,大阪府,2022,2022-03-04T00:00:00+09:00,https://www.city.osaka.lg.jp/templates/buppin_nyusatsuanken/cmsfiles/contents/0000560/560789/0seigohyou.pdf,data_digital,data_digital,False,True,False,False,False,False,False,False,False,False,True,False,correct_IT,high_level:digital_or_ai_adjacent,"Information-system standardization/reorganization support is likely core IT consulting, not merely digital-adjacent."
ZnVrdW9rYS9wb2xpY2VfZnVrdW9rYS8yMDI1LzIwMjUwMTMwXzAxNDI2Cg==,交通規制集データ化業務委託に係る入札について,国家公安委員会（警察庁）福岡県警察,40,福岡県,2025,2025-01-30T00:00:00+09:00,https://www.police.pref.fukuoka.jp/data/open/cnt/3/19950/1/koukokukoutuukiseisyuudetakagyoumuitaku2025.pdf,data_digital,data_digital,False,True,False,False,False,False,False,False,False,False,True,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
b3Nha2Evb3Nha2FfY2l0eS8yMDI0LzIwMjQwNTMwXzAwNzQxCg==,令和6年度技術分野におけるDX人材育成研修業務委託,大阪府大阪市,27,大阪府,2024,2024-05-30T00:00:00+09:00,https://www.city.osaka.lg.jp/templates/buppin_nyusatsuanken/cmsfiles/contents/0000628/628006/01_setumei.docx,data_digital,data_digital,False,True,False,False,False,False,False,False,False,False,True,False,false_positive,data_digital,DX training rather than technical digital delivery; training is a documented boundary exclusion.
a2FuYWdhd2EvaGFkYW5vX2NpdHkvMjAyMy8yMDIzMDgzMF8wMzA5OAo=,令和５年度秦野市埋蔵文化財試掘確認調査デジタル化委託業務,神奈川県秦野市,14,神奈川県,2023,2023-08-30T00:00:00+09:00,https://www.city.hadano.kanagawa.jp/sekkeitosho/2_gaiyou/5053142.pdf,data_digital,data_digital,False,True,False,False,False,False,False,False,False,False,True,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292Ny9jYnJfbWxpdC8yMDIyLzIwMjIwNjIzXzA0MjI1Cg==,令和４年度 中部地方整備局 DX 関連研修運営業務,国土交通省中部地方整備局,23,愛知県,2022,2022-06-23T00:00:00+09:00,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r4/220623-dx-kyoku.pdf,data_digital,data_digital,False,True,False,False,False,False,False,False,False,False,True,False,false_positive,data_digital,Training-event operation rather than technical digital delivery.
Z292Mi90Yl9tbGl0X2NodWJ1LzIwMjMvMjAyMzAzMTNfMDAyMDEK,中部運輸局等行政情報ネットワークシステム運用・管理及び保守業務,国土交通省中部運輸局,23,愛知県,2023,2023-03-13T00:00:00+09:00,https://wwwtb.mlit.go.jp/chubu/soumu/nyuusatsu/help_koukoku.pdf,network_infrastructure,operations_maintenance|network_infrastructure,True,False,False,False,False,True,False,False,True,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292My9tb2QtZ3NkZi1zaWdzY2gvMjAyNC8yMDI0MDcxMV8wMDU2Mgo=,公告 移動ネットワークシステム（システム通信）に係る技術支援等役務 の一般競争入札について,防衛省陸上自衛隊久里浜駐屯地,14,神奈川県,2024,2024-07-11T00:00:00+09:00,https://www.mod.go.jp/gsdf/sigsch/fin/reiwa6/b13kou.pdf,network_infrastructure,network_infrastructure,True,False,False,False,False,False,False,False,True,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
dG9reW8vdGl0ZWNoX2FjLzIwMjQvMjAyNDAzMTFfMDAyOTIK,事務用電子計算機システムサーバ群 一式,国立大学法人東京工業大学,13,東京都,2024,2024-03-11T00:00:00+09:00,http://www.zaimu.titech.ac.jp/keiyaku/kanren/koukoku/wpsys/wp-content/uploads/%E4%BA%8B%E5%8B%99%E7%94%A8%E9%9B%BB%E5%AD%90%E8%A8%88%E7%AE%97%E6%A9%9F%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0%E3%82%B5%E3%83%BC%E3%83%90%E7%BE%A4%20%E4%B8%80%E5%BC%8F_R6.3.11-R6.6.12.pdf,network_infrastructure,network_infrastructure,True,False,False,False,False,False,False,False,True,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
aG9ra2FpZG8vaG9ra2FpZG9fcHJlZi8yMDI0LzIwMjQwNDA0XzAxMjc3Cg==,「令和5年度データセンター集積推進事業（関連企業立地支援）委託業務」総合評価一般競争入札の実施について,北海道,01,北海道,2024,2024-04-04T00:00:00+09:00,https://www.pref.hokkaido.lg.jp/kz/ssg/157808.html,network_infrastructure,network_infrastructure,True,False,False,False,False,False,False,False,True,False,False,False,false_positive,network_infrastructure,"Industry-location promotion concerning data centers, not delivery of data-center or network infrastructure."
aG9ra2FpZG8vaG9ra2FpZG9fcHJlZi8yMDIzLzIwMjMwOTA0XzAwNzE3Cg==,「令和5年度データセンター集積推進事業（セミナー）委託業務」総合評価一般競争入札の実施について,北海道,01,北海道,2023,2023-09-04T00:00:00+09:00,https://www.pref.hokkaido.lg.jp/kz/zcg/159244.html,network_infrastructure,network_infrastructure,True,False,False,False,False,False,False,False,True,False,False,False,false_positive,network_infrastructure,"Seminar delivery about the data-center industry, not technical infrastructure delivery."
b3Nha2EvbWlub2hfY2l0eS8yMDI0LzIwMjQxMjE3XzAwMTAzCg==,R6年度箕面市行政情報ネットワーク機器等調達設置業務委託及びR6年度箕面市行政情報ネットワーク機器等保守業務委託にかかる一般競争入札の実施について,大阪府箕面市,27,大阪府,2024,2024-12-17T00:00:00+09:00,https://www.city.minoh.lg.jp/keiyaku/ippannkyousounyuusatu/documents/r6gyouseijouhounettowa-kukiki.html,network_infrastructure,network_infrastructure,True,False,False,False,False,False,False,False,True,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
b3Nha2EvbWlub2hfY2l0eS8yMDIyLzIwMjIwNjIyXzAwMjgwCg==,箕面市ネットワーク強靭化サーバ等更新等業務委託に係る総合評価落札方式による一般競争入札の実施について,大阪府箕面市,27,大阪府,2022,2022-06-22T00:00:00+09:00,https://www.city.minoh.lg.jp/jigyou/soumu/gyouseijyouhou/kyouzinnka.html,network_infrastructure,network_infrastructure,True,False,False,False,False,False,False,False,True,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
c2VhcmNoL3BfcG9ydGFsLzIwMjQvMDQvMjAyNDA0MDVfMjc3MDQK,【九州地方整備局】物品役務データ集約補完システムサーバ機器１式賃貸借,国土交通省,40,福岡県,2024,2024-04-05T00:00:00+09:00,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,network_infrastructure,network_infrastructure,True,False,False,False,False,False,False,False,True,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
ZnVrdW9rYS9wb2xpY2VfZnVrdW9rYS8yMDIzLzIwMjMwOTExXzAxMjMwCg==,SKYSEA及びEVEMAサーバ構築・設定業務委託に係る入札について,国家公安委員会（警察庁）福岡県警察,40,福岡県,2023,2023-09-11T00:00:00+09:00,https://www.police.pref.fukuoka.jp/data/open/cnt/3/16991/1/sabarkoukoku.pdf,network_infrastructure,network_infrastructure,True,False,False,False,False,False,False,False,True,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
YWljaGkvYWljaGlfcm91ZG91a3lva3UvMjAyNS8yMDI1MDIwNV8wMDYzOQo=,2/5～3/3公告 令和7年度愛知労働局ネットワーク（IP電話通信網）保守関連業務委託契約,厚生労働省愛知労働局,23,愛知県,2025,2025-02-05T00:00:00+09:00,https://jsite.mhlw.go.jphttps://www.p-portal.go.jp/pps-web-biz/,network_infrastructure,network_infrastructure,True,False,False,False,False,False,False,False,True,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
c2VhcmNoL3BfcG9ydGFsLzIwMjQvMDIvMjAyNDAyMDJfMTgxOTQK,令和６年度愛知労働局ネットワーク（IP電話通信網）保守関連業務委託契約,厚生労働省,23,愛知県,2024,2024-02-02T00:00:00+09:00,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,network_infrastructure,network_infrastructure,True,False,False,False,False,False,False,False,True,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
ZnVrdW9rYS9wb2xpY2VfZnVrdW9rYS8yMDI1LzIwMjUxMjA5XzAxNTQ4Cg==,街頭防犯カメラシステム機器改修業務委託に係る入札について,国家公安委員会（警察庁）福岡県警察,40,福岡県,2025,2025-12-09T00:00:00+09:00,https://www.police.pref.fukuoka.jp/data/open/cnt/3/22100/1/20251209koukokukamera.pdf,system_development,system_development,True,False,True,False,False,False,False,False,False,False,False,False,uncertain,system_development,CCTV equipment modification may primarily concern physical security equipment rather than software or information systems.
b3Nha2Evb3Nha2FfY2l0eS8yMDIzLzIwMjMwOTEyXzAwNjEzCg==,大阪市準公営企業財務会計システム再構築及び運用保守業務委託,大阪府大阪市,27,大阪府,2023,2023-09-12T00:00:00+09:00,https://www.city.osaka.lg.jp/templates/buppin_nyusatsuanken/cmsfiles/contents/0000607/607413/R5junkoushisutemusaikouchiku.pdf,system_development,system_development|operations_maintenance,True,False,True,False,False,True,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292NS9yb2Z1a3UvMjAyNS8yMDI1MDEyN18wMjIwMwo=,労災疾病等医学研究・開発、普及ネットワークシステム等管理及びコンサルティングに関する業務委託（本部）,独立行政法人労働者健康安全機構,14,神奈川県,2025,2025-01-27T00:00:00+09:00,https://www.johas.go.jp/Portals/0/data0/jigyogaiyo/choutatsu/nyusatsu/0701/nyuusatsu070127(3).pdf,system_development,system_development|network_infrastructure,True,False,True,False,False,False,False,False,True,False,False,False,correct_IT,system_development,IT-related network-system management/consulting; 研究・開発 before ネットワークシステム causes an overly broad development match.
c2VhcmNoL3BfcG9ydGFsLzIwMjQvMDMvMjAyNDAzMDVfMjQzNjkK,ＯＡセンターにおける分析環境の整備・構築に向けた運用支援及びオンサイトによるシステム開発等の技術支援業務委託,財務省,13,東京都,2024,2024-03-05T00:00:00+09:00,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,system_development,system_development|operations_maintenance,True,False,True,False,False,True,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292NS9tYWZmX2pmYS8yMDIzLzIwMjMwMTI0XzAwMjE0Cg==,令和5年度新たな資源管理システム構築促進事業のうち国際資源の管理体制構築促進事業のうち輸入まぐろ類流通管理事業に係るまぐろ類流通管理データベースの運用・保守及びサーバのOS等バージョンアップ業務の公募について(企画競争)(PDF : 259KB),水産庁,13,東京都,2023,2023-01-24T00:00:00+09:00,https://www.jfa.maff.go.jp/j/gyosei/supply/nyusatu/attach/pdf/ekimu_system-4.pdf,system_development,system_development|operations_maintenance|network_infrastructure,True,False,True,False,False,True,False,False,True,False,False,False,correct_IT,system_development,"Clearly IT operations, but the development match comes from an umbrella program name rather than the procured database/server work."
dG9reW8vbWhsd196ZW5zaG9lbi8yMDI1LzIwMjUwMTEwXzAwNTMwCg==,R07.01.10 医療情報システム導入に係るコンサルティング業務委託 一式（PDF85.92KB）,厚生労働省国立療養所多摩全生園,13,東京都,2025,2025-01-10T00:00:00+09:00,https://www.mhlw.go.jp/seisakunitsuite/bunya/kenkou_iryou/iryou/hansen/zenshoen/nyuusatsu/R07.01.10consulting.pdf,system_development,system_development,True,False,True,False,False,False,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
ZnVrdW9rYS9vbXV0YV9ob3NwLzIwMjMvMjAyMzEwMDZfMDAyNzcK,病院情報システム更新等に係るコンサルティング業務委託,独立行政法人国立病院機構大牟田病院,40,福岡県,2023,2023-10-06T00:00:00+09:00,https://omuta.hosp.go.jp/files/000201682.pdf,system_development,system_development,True,False,True,False,False,False,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
YWljaGkvbmNnZy8yMDI0LzIwMjQwMzA4XzAxMTg5Cg==,Web検査のシステム改修・保守業務委託契約,国立研究開発法人国立長寿医療研究センター,23,愛知県,2024,2024-03-08T00:00:00+09:00,https://www.ncgg.go.jp/ncgg-chotatsu/documents/20240308.pdf,system_development,system_development|operations_maintenance,True,False,True,False,False,True,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
ZnVrdW9rYS9mdWt1b2thX3ByZWYvMjAyNC8yMDI0MDIyN18wMzE5Mwo=,一般競争入札の公告（福岡県新人事システムの開発及び運用保守に係る業務委託契約）,福岡県,40,福岡県,2024,2024-02-27T00:00:00+09:00,https://www.pref.fukuoka.lg.jp/bid-info/nyusatsu-jinji2024.html,system_development,system_development|operations_maintenance,True,False,True,False,False,True,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
aG9ra2FpZG8vaG9ra2FpZG9fcHJlZi8yMDI1LzIwMjUwNjMwXzAyNTYyCg==,道営住宅管理システム再構築委託業務に係る総合評価一般競争入札の実施について,北海道,01,北海道,2025,2025-06-30T00:00:00+09:00,https://www.pref.hokkaido.lg.jp/kn/jtk/223377.html,system_development,system_development,True,False,True,False,False,False,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
c2VhcmNoL3BfcG9ydGFsLzIwMjQvMDMvMjAyNDAzMTFfMjUwODQK,【札幌国税局】電子計算処理に係るシステムの改修等に関する委託業務,財務省,01,北海道,2024,2024-03-11T00:00:00+09:00,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,system_development,system_development,True,False,True,False,False,False,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
c2VhcmNoL3BfcG9ydGFsLzIwMjQvMDIvMjAyNDAyMjdfMjMyMjYK,プロジェクト管理業務支援システムの運用支援役務（その１）（０５換装）,防衛省,13,東京都,2024,2024-02-27T00:00:00+09:00,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,operations_maintenance,operations_maintenance,True,False,False,False,False,True,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292MTMvY2JyX21saXRfY2h1YnVfa293YW4vMjAyMi8yMDIyMDMwMl8wMDA4Mwo=,令和4年度 中部地方整備局港湾WANシステムサーバ等機器保守業務,国土交通省中部地方整備局港湾空港部,23,愛知県,2022,2022-03-02T00:00:00+09:00,http://www.pa.cbr.mlit.go.jp/file/contract/result/buppin/220302_01koukoku.pdf,operations_maintenance,operations_maintenance|network_infrastructure,True,False,False,False,False,True,False,False,True,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
Z292NS9tYWZmX2pmYS8yMDIzLzIwMjMwMjE0XzAwMjM3Cg==,令和5年度新たな資源管理システム構築促進事業のうち遊漁採捕量等実態調査事業における遊漁採捕量等報告システムの改修及び運用・保守等業務(PDF : 131KB),水産庁,13,東京都,2023,2023-02-14T00:00:00+09:00,https://www.jfa.maff.go.jp/j/gyosei/supply/nyusatu/attach/pdf/ekimu_system-31.pdf,operations_maintenance,system_development|operations_maintenance,True,False,True,False,False,True,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
b3Nha2Evb3Nha2FfY2l0eS8yMDI1LzIwMjUwMTIyXzAwODEwCg==,保健師活動支援システム構築及び運用保守業務委託,大阪府大阪市,27,大阪府,2025,2025-01-22T00:00:00+09:00,https://www.city.osaka.lg.jp/templates/buppin_nyusatsuanken/cmsfiles/contents/0000644/644520/DX_siryou1.pdf,operations_maintenance,system_development|operations_maintenance,True,False,True,False,False,True,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
a2FuYWdhd2Eva3VyaWhhbWFfaXJ5b19jZW50ZXIvMjAyNS8yMDI1MDMwN18wMDI2OQo=,研修管理システム導入及び運用管理業務委託契約一式,独立行政法人国立病院機構久里浜医療センター,14,神奈川県,2025,2025-03-07T00:00:00+09:00,https://kurihama.hosp.go.jp/about/bid/bid-2025-03-07system.pdf,operations_maintenance,system_development|operations_maintenance,True,False,True,False,False,True,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
ZnVrdW9rYS9wb2xpY2VfZnVrdW9rYS8yMDI0LzIwMjQwMjI2XzAxMzMwCg==,街頭防犯カメラシステム保守点検及び障害対応業務委託に係る入札について,国家公安委員会（警察庁）福岡県警察,40,福岡県,2024,2024-02-26T00:00:00+09:00,https://www.police.pref.fukuoka.jp/data/open/cnt/3/17995/1/boukame20220222koukoku.pdf,operations_maintenance,operations_maintenance,True,False,False,False,False,True,False,False,False,False,False,False,uncertain,operations_maintenance,CCTV maintenance may primarily concern physical security equipment; the title does not separate software/network work.
Z292NS9haXN0X3VuaXQvMjAyNS8yMDI1MDIxOV8wNzI0OAo=,薬品・ガス管理システムの構築及び運用・保守,国立研究開発法人産業技術総合研究所,13,東京都,2025,2025-02-19T00:00:00+09:00,https://www.aist.go.jp/aist_j/procure/supplyinfo/pub/detail/CXFC9FKG,operations_maintenance,system_development|operations_maintenance,True,False,True,False,False,True,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
b3Nha2Eva2lua2ljaHVvX2tva3l1a2lfY2VudGVyLzIwMjIvMjAyMjA2MTRfMDAxNTMK,・令和4年6月14日付 部門システム一式及び7年間の保守業務委託（資料招請）,独立行政法人国立病院機構近畿中央呼吸器センター,27,大阪府,2022,2022-06-14T00:00:00+09:00,https://kcmc.hosp.go.jp/files/000175942.pdf,operations_maintenance,operations_maintenance,True,False,False,False,False,True,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
ZnVrdW9rYS9vbXV0YV9ob3NwLzIwMjUvMjAyNTA5MDFfMDAzMjQK,入札公告（病院情報システム一式及び7年間の保守業務委託）,独立行政法人国立病院機構大牟田病院,40,福岡県,2025,2025-09-01T00:00:00+09:00,https://omuta.hosp.go.jp/profession/bid/b03/pdf/20250901_R7_hoshugyoumu.pdf,operations_maintenance,operations_maintenance,True,False,False,False,False,True,False,False,False,False,False,False,correct_IT,,"Title clearly indicates IT, software, data, cloud, cybersecurity, network, or AI-related work within the taxonomy scope."
