prefecture_name,organization_name,cft_issue_year,it_notices,system_development,system_services,software_applications,operations_maintenance,cloud,cybersecurity,network_infrastructure,end_user_computing,data_digital,artificial_intelligence,it_consulting_planning,prefecture_label,previous_it_notices,it_absolute_annual_change,it_yoy_percent,growth_status,system_development_annual_change,system_services_annual_change,software_applications_annual_change,operations_maintenance_annual_change,cloud_annual_change,cybersecurity_annual_change,network_infrastructure_annual_change,end_user_computing_annual_change,data_digital_annual_change,artificial_intelligence_annual_change,it_consulting_planning_annual_change,leading_growth_subgroups,leading_subgroup_increase
愛知県,国立研究開発法人国立長寿医療研究センター,2023,13,4,0,0,9,1,0,1,0,1,0,0,Aichi,3.0,10.0,333.3333333333333,continuing,4.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Operations and maintenance,6.0
愛知県,国立研究開発法人国立長寿医療研究センター,2024,8,1,0,1,8,0,0,2,0,0,0,0,Aichi,13.0,-5.0,-38.46153846153846,continuing,-3.0,0.0,1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,0.0,0.0,Software and applications | Network infrastructure,1.0
愛知県,国立研究開発法人国立長寿医療研究センター,2025,3,1,0,0,3,0,0,0,0,0,0,0,Aichi,8.0,-5.0,-62.5,continuing,0.0,0.0,-1.0,-5.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,,0.0
愛知県,愛知県安城市,2022,0,0,0,0,0,0,0,0,0,0,0,0,Aichi,,,,no_notices,,,,,,,,,,,,,
愛知県,愛知県安城市,2023,0,0,0,0,0,0,0,0,0,0,0,0,Aichi,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
愛知県,愛知県安城市,2024,0,0,0,0,0,0,0,0,0,0,0,0,Aichi,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
愛知県,愛知県安城市,2025,1,1,0,0,0,0,0,0,0,0,0,0,Aichi,0.0,1.0,,new_or_returning,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,System development,1.0
愛知県,海上保安庁第四管区海上保安本部,2022,0,0,0,0,0,0,0,0,0,0,0,0,Aichi,,,,no_notices,,,,,,,,,,,,,
愛知県,海上保安庁第四管区海上保安本部,2023,1,0,0,0,1,0,0,0,0,0,0,0,Aichi,0.0,1.0,,new_or_returning,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operations and maintenance,1.0
愛知県,海上保安庁第四管区海上保安本部,2024,2,1,0,0,1,0,0,0,0,0,0,0,Aichi,1.0,1.0,100.0,continuing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,System development,1.0
愛知県,海上保安庁第四管区海上保安本部,2025,1,0,0,0,1,0,0,0,0,0,0,0,Aichi,2.0,-1.0,-50.0,continuing,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
愛知県,独立行政法人国立病院機構豊橋医療センター,2022,0,0,0,0,0,0,0,0,0,0,0,0,Aichi,,,,no_notices,,,,,,,,,,,,,
愛知県,独立行政法人国立病院機構豊橋医療センター,2023,1,0,0,0,1,0,0,0,0,0,0,0,Aichi,0.0,1.0,,new_or_returning,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operations and maintenance,1.0
愛知県,独立行政法人国立病院機構豊橋医療センター,2024,0,0,0,0,0,0,0,0,0,0,0,0,Aichi,1.0,-1.0,-100.0,no_notices,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
愛知県,独立行政法人国立病院機構豊橋医療センター,2025,0,0,0,0,0,0,0,0,0,0,0,0,Aichi,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
愛知県,防衛省東海防衛支局,2022,0,0,0,0,0,0,0,0,0,0,0,0,Aichi,,,,no_notices,,,,,,,,,,,,,
愛知県,防衛省東海防衛支局,2023,1,0,0,0,1,0,0,1,0,0,0,0,Aichi,0.0,1.0,,new_or_returning,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Operations and maintenance | Network infrastructure,1.0
愛知県,防衛省東海防衛支局,2024,2,0,0,0,1,0,0,2,0,0,0,0,Aichi,1.0,1.0,100.0,continuing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Network infrastructure,1.0
愛知県,防衛省東海防衛支局,2025,2,0,0,0,1,0,0,2,0,0,0,0,Aichi,2.0,0.0,0.0,continuing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,デジタル庁東京都,2022,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,,,,no_notices,,,,,,,,,,,,,
東京都,デジタル庁東京都,2023,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,デジタル庁東京都,2024,1,0,0,0,1,0,0,0,0,0,0,0,Tokyo,0.0,1.0,,new_or_returning,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operations and maintenance,1.0
東京都,デジタル庁東京都,2025,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,1.0,-1.0,-100.0,no_notices,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,内閣官房,2022,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,,,,no_notices,,,,,,,,,,,,,
東京都,内閣官房,2023,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,内閣官房,2024,1,0,0,0,0,0,0,0,0,0,0,1,Tokyo,0.0,1.0,,new_or_returning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,IT consulting and planning,1.0
東京都,内閣官房,2025,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,1.0,-1.0,-100.0,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,,0.0
東京都,厚生労働省国立療養所多摩全生園,2022,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,,,,no_notices,,,,,,,,,,,,,
東京都,厚生労働省国立療養所多摩全生園,2023,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,厚生労働省国立療養所多摩全生園,2024,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,厚生労働省国立療養所多摩全生園,2025,2,1,0,0,1,0,0,0,0,0,0,1,Tokyo,0.0,2.0,,new_or_returning,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,System development | Operations and maintenance | IT consulting and planning,1.0
東京都,参議院,2022,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,,,,no_notices,,,,,,,,,,,,,
東京都,参議院,2023,2,0,1,0,1,0,0,1,0,0,0,0,Tokyo,0.0,2.0,,new_or_returning,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,System services | Operations and maintenance | Network infrastructure,1.0
東京都,参議院,2024,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,2.0,-2.0,-100.0,no_notices,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,0.0
東京都,参議院,2025,1,0,0,0,0,0,1,1,0,0,0,0,Tokyo,0.0,1.0,,new_or_returning,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Cybersecurity | Network infrastructure,1.0
東京都,国土交通省,2022,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,,,,no_notices,,,,,,,,,,,,,
東京都,国土交通省,2023,1,0,0,0,0,0,0,0,0,1,0,0,Tokyo,0.0,1.0,,new_or_returning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Data and digital,1.0
東京都,国土交通省,2024,1,0,0,0,0,0,1,0,0,0,0,0,Tokyo,1.0,0.0,0.0,continuing,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,Cybersecurity,1.0
東京都,国土交通省,2025,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,1.0,-1.0,-100.0,no_notices,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,国家公安委員会（警察庁）,2022,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,,,,no_notices,,,,,,,,,,,,,
東京都,国家公安委員会（警察庁）,2023,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,国家公安委員会（警察庁）,2024,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,国家公安委員会（警察庁）,2025,1,0,0,0,0,0,0,0,0,0,1,0,Tokyo,0.0,1.0,,new_or_returning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Artificial intelligence,1.0
東京都,国家公安委員会（警察庁）警察大学校,2022,2,0,0,0,0,0,0,2,0,0,0,0,Tokyo,,,,continuing,,,,,,,,,,,,,
東京都,国家公安委員会（警察庁）警察大学校,2023,2,0,0,0,0,0,0,2,0,0,0,0,Tokyo,2.0,0.0,0.0,continuing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,国家公安委員会（警察庁）警察大学校,2024,2,0,0,0,0,0,0,2,0,0,0,0,Tokyo,2.0,0.0,0.0,continuing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,国家公安委員会（警察庁）警察大学校,2025,1,0,0,0,0,0,0,1,0,0,0,0,Tokyo,2.0,-1.0,-50.0,continuing,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,0.0
東京都,国立大学法人東京工業大学,2022,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,,,,no_notices,,,,,,,,,,,,,
東京都,国立大学法人東京工業大学,2023,8,3,0,1,3,0,0,3,0,1,0,0,Tokyo,0.0,8.0,,new_or_returning,3.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,System development | Operations and maintenance | Network infrastructure,3.0
東京都,国立大学法人東京工業大学,2024,11,4,0,0,4,1,0,4,0,0,0,0,Tokyo,8.0,3.0,37.5,continuing,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,System development | Operations and maintenance | Cloud | Network infrastructure,1.0
東京都,国立大学法人東京工業大学,2025,11,3,0,1,7,1,0,3,0,0,1,1,Tokyo,11.0,0.0,0.0,continuing,-1.0,0.0,1.0,3.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,Operations and maintenance,3.0
東京都,国立研究開発法人医薬基盤・健康・栄養研究所国立健康・栄養研究所,2022,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,,,,no_notices,,,,,,,,,,,,,
東京都,国立研究開発法人医薬基盤・健康・栄養研究所国立健康・栄養研究所,2023,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,国立研究開発法人医薬基盤・健康・栄養研究所国立健康・栄養研究所,2024,3,0,0,2,0,0,0,1,0,0,1,0,Tokyo,0.0,3.0,,new_or_returning,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Software and applications,2.0
東京都,国立研究開発法人医薬基盤・健康・栄養研究所国立健康・栄養研究所,2025,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,3.0,-3.0,-100.0,no_notices,0.0,0.0,-2.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,,0.0
東京都,国立研究開発法人国立がん研究センター,2022,2,2,0,0,0,0,0,0,0,2,0,0,Tokyo,,,,continuing,,,,,,,,,,,,,
東京都,国立研究開発法人国立がん研究センター,2023,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,2.0,-2.0,-100.0,no_notices,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,,0.0
東京都,国立研究開発法人国立がん研究センター,2024,1,0,0,0,0,0,1,0,0,0,0,0,Tokyo,0.0,1.0,,new_or_returning,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Cybersecurity,1.0
東京都,国立研究開発法人国立がん研究センター,2025,4,2,0,0,0,0,2,0,0,0,0,0,Tokyo,1.0,3.0,300.0,continuing,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,System development,2.0
東京都,国立研究開発法人国立成育医療研究センター,2022,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,,,,no_notices,,,,,,,,,,,,,
東京都,国立研究開発法人国立成育医療研究センター,2023,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,国立研究開発法人国立成育医療研究センター,2024,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,国立研究開発法人国立成育医療研究センター,2025,4,0,0,1,2,0,0,0,0,0,1,0,Tokyo,0.0,4.0,,new_or_returning,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Operations and maintenance,2.0
東京都,国立研究開発法人国立精神・神経医療研究センター,2022,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,,,,no_notices,,,,,,,,,,,,,
東京都,国立研究開発法人国立精神・神経医療研究センター,2023,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,国立研究開発法人国立精神・神経医療研究センター,2024,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,国立研究開発法人国立精神・神経医療研究センター,2025,1,0,0,0,1,0,0,0,0,0,0,0,Tokyo,0.0,1.0,,new_or_returning,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operations and maintenance,1.0
東京都,国立研究開発法人産業技術総合研究所,2022,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,,,,no_notices,,,,,,,,,,,,,
東京都,国立研究開発法人産業技術総合研究所,2023,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,国立研究開発法人産業技術総合研究所,2024,8,2,1,0,3,3,1,0,0,0,0,1,Tokyo,0.0,8.0,,new_or_returning,2.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,Operations and maintenance | Cloud,3.0
東京都,国立研究開発法人産業技術総合研究所,2025,45,22,2,2,15,9,2,8,0,2,7,3,Tokyo,8.0,37.0,462.5,continuing,20.0,1.0,2.0,12.0,6.0,1.0,8.0,0.0,2.0,7.0,2.0,System development,20.0
東京都,外務省,2022,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,,,,no_notices,,,,,,,,,,,,,
東京都,外務省,2023,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,外務省,2024,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,外務省,2025,1,0,0,0,1,0,0,0,0,0,0,0,Tokyo,0.0,1.0,,new_or_returning,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operations and maintenance,1.0
東京都,最高裁判所,2022,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,,,,no_notices,,,,,,,,,,,,,
東京都,最高裁判所,2023,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,最高裁判所,2024,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,最高裁判所,2025,1,0,0,0,0,0,0,0,0,1,0,0,Tokyo,0.0,1.0,,new_or_returning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Data and digital,1.0
東京都,東京都杉並区,2022,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,,,,no_notices,,,,,,,,,,,,,
東京都,東京都杉並区,2023,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,東京都杉並区,2024,1,1,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,1.0,,new_or_returning,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,System development,1.0
東京都,東京都杉並区,2025,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,1.0,-1.0,-100.0,no_notices,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,東京都東久留米市,2022,1,1,0,0,0,0,0,0,0,1,0,0,Tokyo,,,,continuing,,,,,,,,,,,,,
東京都,東京都東久留米市,2023,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,1.0,-1.0,-100.0,no_notices,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,,0.0
東京都,東京都東久留米市,2024,2,2,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,2.0,,new_or_returning,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,System development,2.0
東京都,東京都東久留米市,2025,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,2.0,-2.0,-100.0,no_notices,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,林野庁,2022,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,,,,no_notices,,,,,,,,,,,,,
東京都,林野庁,2023,2,0,0,0,2,0,0,0,0,0,0,0,Tokyo,0.0,2.0,,new_or_returning,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operations and maintenance,2.0
東京都,林野庁,2024,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,2.0,-2.0,-100.0,no_notices,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,林野庁,2025,6,1,1,1,3,2,0,0,0,1,0,0,Tokyo,0.0,6.0,,new_or_returning,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,Operations and maintenance,3.0
東京都,水産庁,2022,3,0,0,1,3,0,0,0,0,0,0,0,Tokyo,,,,continuing,,,,,,,,,,,,,
東京都,水産庁,2023,10,7,0,0,9,1,0,1,0,1,0,0,Tokyo,3.0,7.0,233.33333333333334,continuing,7.0,0.0,-1.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,System development,7.0
東京都,水産庁,2024,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,10.0,-10.0,-100.0,no_notices,-7.0,0.0,0.0,-9.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,,0.0
東京都,水産庁,2025,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,法務省,2022,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,,,,no_notices,,,,,,,,,,,,,
東京都,法務省,2023,1,1,0,1,0,0,0,0,0,0,0,0,Tokyo,0.0,1.0,,new_or_returning,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,System development | Software and applications,1.0
東京都,法務省,2024,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,1.0,-1.0,-100.0,no_notices,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,法務省,2025,3,0,0,0,0,0,0,3,0,0,0,0,Tokyo,0.0,3.0,,new_or_returning,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Network infrastructure,3.0
東京都,独立行政法人労働者健康安全機構労働安全衛生総合研究所,2022,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,,,,no_notices,,,,,,,,,,,,,
東京都,独立行政法人労働者健康安全機構労働安全衛生総合研究所,2023,1,0,0,0,0,0,0,0,0,1,0,0,Tokyo,0.0,1.0,,new_or_returning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Data and digital,1.0
東京都,独立行政法人労働者健康安全機構労働安全衛生総合研究所,2024,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,1.0,-1.0,-100.0,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,,0.0
東京都,独立行政法人労働者健康安全機構労働安全衛生総合研究所,2025,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,独立行政法人勤労者退職金共済機構,2022,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,,,,no_notices,,,,,,,,,,,,,
東京都,独立行政法人勤労者退職金共済機構,2023,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,独立行政法人勤労者退職金共済機構,2024,1,1,0,0,1,0,0,0,0,0,0,0,Tokyo,0.0,1.0,,new_or_returning,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,System development | Operations and maintenance,1.0
東京都,独立行政法人勤労者退職金共済機構,2025,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,1.0,-1.0,-100.0,no_notices,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,独立行政法人国立病院機構,2022,1,0,0,0,0,0,0,1,0,0,0,0,Tokyo,,,,continuing,,,,,,,,,,,,,
東京都,独立行政法人国立病院機構,2023,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,1.0,-1.0,-100.0,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,0.0
東京都,独立行政法人国立病院機構,2024,3,0,0,0,2,1,0,0,0,0,0,2,Tokyo,0.0,3.0,,new_or_returning,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Operations and maintenance | IT consulting and planning,2.0
東京都,独立行政法人国立病院機構,2025,2,1,0,0,1,0,0,0,0,0,0,2,Tokyo,3.0,-1.0,-33.333333333333336,continuing,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,System development,1.0
東京都,独立行政法人国立病院機構村山医療センター,2022,1,1,0,0,0,0,0,1,0,0,0,1,Tokyo,,,,continuing,,,,,,,,,,,,,
東京都,独立行政法人国立病院機構村山医療センター,2023,1,0,0,0,1,0,0,0,0,0,0,0,Tokyo,1.0,0.0,0.0,continuing,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,Operations and maintenance,1.0
東京都,独立行政法人国立病院機構村山医療センター,2024,2,0,0,0,2,0,0,1,0,0,0,0,Tokyo,1.0,1.0,100.0,continuing,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Operations and maintenance | Network infrastructure,1.0
東京都,独立行政法人国立病院機構村山医療センター,2025,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,2.0,-2.0,-100.0,no_notices,0.0,0.0,0.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,0.0
東京都,独立行政法人国立病院機構東京医療センター,2022,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,,,,no_notices,,,,,,,,,,,,,
東京都,独立行政法人国立病院機構東京医療センター,2023,2,0,0,0,2,0,0,0,0,0,0,0,Tokyo,0.0,2.0,,new_or_returning,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operations and maintenance,2.0
東京都,独立行政法人国立病院機構東京医療センター,2024,3,0,0,0,3,0,0,0,0,0,0,0,Tokyo,2.0,1.0,50.0,continuing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operations and maintenance,1.0
東京都,独立行政法人国立病院機構東京医療センター,2025,3,0,0,0,3,0,0,0,0,0,0,0,Tokyo,3.0,0.0,0.0,continuing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,独立行政法人国立病院機構東京病院,2022,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,,,,no_notices,,,,,,,,,,,,,
東京都,独立行政法人国立病院機構東京病院,2023,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,独立行政法人国立病院機構東京病院,2024,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
東京都,独立行政法人国立病院機構東京病院,2025,1,1,0,0,0,0,0,0,0,0,0,1,Tokyo,0.0,1.0,,new_or_returning,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,System development | IT consulting and planning,1.0
東京都,独立行政法人国立病院機構災害医療センター,2022,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,,,,no_notices,,,,,,,,,,,,,
東京都,独立行政法人国立病院機構災害医療センター,2023,0,0,0,0,0,0,0,0,0,0,0,0,Tokyo,0.0,0.0,,no_notices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
